Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
N5,,9/15/2014,9:36 AM,Wet,22.03,22.06,48,3,42,17.51,25.6,2.68,3.78,5.82,5.04,73.68,67.01,67.62,78.03,10.97,17.08,1.1816,1.0161,,,1956.3,2743.6,0,185.688,186.199,2.3,S,2,N,1,5.99,5.3,2.5,7.6,7.49,,,,,221,,E,,34,,0.329,,0.244,,,,0.457,,1.589,1.502,0.162,,7,12,1.28,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/18/1930,11:30 AM,,24.4,24.4,40,,,25.55,26.6,,,,,,,,,,,,,,,,,,,,,N,,,,0.65,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/23/1932,10:20 AM,,23.9,22.8,49,,,17.15,23.8,,,,,,,,,,,,,,,,,,,,,S,,,,3.61,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/8/1938,12:35 PM,,21.1,21.1,49,,,23.1,23.8,,,,,,,,,,,,,,,,,,,,,S,,,,3.98,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.55,0.3,2,3,,,,,,,,-74.03,40.7045,Permanent
N5,,7/17/1968,10:05 AM,,23.3,23.3,,,,13.1,15.8,,,,,,,,,,,,,,,,,,,,,S,,,,3.6,4.3,,,,79000,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3,,,,,,-74.03,40.7045,Permanent
E2,,9/2/1924,10:50 AM,,25,25,40,,,25.9,25.9,,,,,,,,,,,,,,,,,,,,,N,,,,1.58,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,D,9/19/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.12,4.17,,,,500,1300,,,140,92,,,,,0.34,,0.25,,0.12,,,,,,0.19,,36,6,,,,,,,,,,,,,,,,,,,,1.9,0.2,,,,,,,,,3.2,,,-74.03,40.7045,Permanent
E2,,8/30/1961,10:35 AM,,25.6,24.4,40,,,24.15,22.4,,,,,,,,,,,,,,,,,,,,,N,,,,1.1,2.1,,,,1100,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/10/1911,11:10 AM,,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/30/1934,9:45 AM,,21.1,21.1,49,,,22.4,23.1,,,,,,,,,,,,,,,,,,,,,N,,,,2.59,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/21/2003,,Dry,,,48,,,,,,,,,,,,,,,,,,,,,,,,,0,19,S,1,6.81,5.98,4.5,7.53,7.44,,,,,,,,,1,,0.345,,0.374,,0.112,,1.52,,1.84,,0.18,,1.2,13.8,5.68,,5.58,,,,,,,,,,,23.2,21.2,,,,,,,,,9,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/12/1970,10:10 AM,,23.3,22.8,,,,21.9,25.7,,,,,,,,,,,,,,,,,,,,,S,,,,4.9,2.9,,,,33000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.2,,,,,,-74.03,40.7045,Permanent
N5,,7/18/1983,9:48 AM,,23.3,22.2,,,,24.6,27.5,,,,,,,,,,,,,,,,,,,,,S,,,,5,4.8,,,,17000,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.9,,,,,,-74.03,40.7045,Permanent
N5,,7/18/1983,9:48 AM,,23.3,22.2,,,,24.6,27.5,,,,,,,,,,,,,,,,,,,,,S,,,,5,4.8,,,,17000,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.9,,,,,,-74.03,40.7045,Permanent
N5,,5/19/1914,9:43 AM,,14,13.5,49,,,13.3,25.9,,,,,,,,,,,,,,,,,,,,,EB,,,,7.14,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/26/1994,10:17 AM,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,4.28,4.12,3,7.49,7.53,1300,300,,,110,36,,,,,0.35,,0.49,,0.12,,,,,,0.16,,11,23,2.3,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.4,,,,,,-74.03,40.7045,Permanent
E2,,9/6/2005,1:00 PM,Dry,23.18,22.91,48,5,42,24.36,24.66,3.7,3.72,,,64.98,63.75,21.39,17.18,15.84,16.14,3.29,3.63,8.58,8.59,1983.55,102.51,0.08,106.85,106.28,S,1.4,7,SE,,5.7,5.03,9,7.47,7.48,,,,,2,,,,1,,0.401,,0.363,,0.135,,0.818,,1.68,,0.17,,7.5,11,3.84,,,,,3.59,,4.82,4.74,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,2/1/2016,9:12 AM,Dry,3.87,3.81,53,3,51,24.64,24.86,2.4,2.4,,,,,,,19.57,19.75,2.18,2.29,,,,,,,,0.2,S,4,W,1,10.1,10.15,4,7.77,7.85,,,,,9,,,,7,,0.383,,0.401,,,,0.83,,2.321,2.292,0.178,,11,10,0.84,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,2/19/1987,11:25 AM,,0.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,10.9,10.4,,,,3300,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.6,,,,,,-74.03,40.7045,Permanent
N5,,7/15/1953,11:05 AM,,22.8,22.2,49,,,25.2,26.25,,,,,,,,,,,,,,,,,,,,,N,,,,2.2,2.2,,,,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.025,0.002,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/25/1986,9:50 AM,,21,20,43,,,13,19,,,,,,,,,,,,,,,,,,,,,S,,,,5.3,4.9,3,7.8,7.9,13000,3300,,,3000,1400,,,,,0.62,0.44,0.34,0.37,0.12,0.1,,,,,0.55,0.15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.8,,,,,,-74.03,40.7045,Permanent
E2,,7/26/1950,9:05 AM,,22.8,22.2,40,,,25.2,25.2,,,,,,,,,,,,,,,,,,,,,S,,,,2.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.57,0.29,2,2,,,,,,,,-73.97,40.735333,Permanent
N5,,6/22/1999,2:52 PM,,21.08,20.09,45,3.28,42.64,19.75,25.63,29.27,36.31,6.82,5.58,86.15,71.71,57.17,60.61,12.91,17.61,,,,,,,,,,,S,6,S,1,6.99,5.79,3.5,7.31,7.24,,,,,43,31,,,,,0.418,,0.314,,,,0.981,,1.31,,0.144,,11,19,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/6/1934,2:50 PM,,23.9,23.9,40,,,26.25,26.95,,,,,,,,,,,,,,,,,,,,,N,,,,0.36,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/24/2001,12:53 PM,Dry,22.38,22.31,53,5,50,24.37,24.38,3.64,3.64,,,,,,,16.07,16.09,,,,,,,,,,,NE,10,W,1,5.3,4.6,4.5,7.55,7.49,,,,,9,,,,3,,0.357,,0.411,,0.116,,0.873,,1.13,,0.184,,9.8,19,2.06,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,6/11/1992,2:31 PM,,22,20.5,47,,,9,19.1,,,,,,,,,,,,,,,,,,,,,S,,,,7.54,4.54,3,7.61,7.42,1300,5000,,,340,609,,,,,0.45,,0.21,,0.11,,,,,,0.061,,6,12,10.6,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.1,,,,,,-74.03,40.7045,Permanent
E2,,5/19/1914,10:56 AM,,14.2,14.5,40,,,21,24.5,,,,,,,,,,,,,,,,,,,,,EB,,,,5.25,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/12/1929,10:25 AM,,23.3,22.8,49,,,22.05,22.4,,,,,,,,,,,,,,,,,,,,,S,,,,3.02,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/2/2005,12:40 PM,Dry,25.29,22.38,49,3,38,19.06,25.74,3.09,3.82,,,80.67,64.71,110.05,107.24,11.26,17.1,7.5,3.89,8.62,8.59,2347.3,186.58,0.08,106.16,116.55,1,S,14,N,1,,,4,7.49,7.48,,,,,,,,,1,,0.422,,0.25,,0.106,,0.779,,1.56,,0.144,,6.2,3.8,10.69,,,,,3.76,,5.94,4.83,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/15/1998,1:43 PM,,16.9,15.58,54,3.28,52.48,17.72,23.98,2.42,3.1,6.55,,75.32,,53.44,46.28,12.32,17.38,,,,,6.27,7.7,,,,,N,10,S,1,6.56,6.37,3,7.42,7.48,,,,,270,210,,,,,0.36,,0.272,,,,0.97,,2.4,,0.123,,4,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,10/1/2007,1:29 PM,Dry,,,51,,,,,,,,,,,,,,,,,,,,,,,,1.8,N,11,SSE,1,7.18,,6,7.45,,,,,,10,,,,1,,0.378,,0.401,,0.121,,0.83,,1.018,,0.158,,6.8,,0.88,,,,,3.71,,,,,,26.3,,20.7,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,3/14/2016,9:04 AM,Wet,6.28,6.1,49,3,51,23.73,24.39,2.4,2.5,11.06,11.33,104.7,107.2,,,18.63,19.17,13.63,14.56,,,,,,,,LW.SLK 0,0,15,E,1,10.99,12.01,2.5,8.06,8.11,,,,,42,,E,,2,,0.191,,0.335,,,,0.461,,0.359,0.206,0.115,,27,44,11.2,,,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,Light rain,-73.97,40.735333,Permanent
E2,,7/11/1973,9:50 AM,,21.7,21.7,,,,20,20,,,,,,,,,,,,,,,,,,,,,S,,,,2.8,3,,,,70000,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4,,,,,,-73.97,40.735333,Permanent
N5,,6/8/1955,11:10 AM,,16.7,16.1,49,,,25.55,29.4,,,,,,,,,,,,,,,,,,,,,SL,,,,3.2,3.5,,,,460,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.107,0.031,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/13/1923,12:45 PM,,22.2,22.2,40,,,26.95,26.95,,,,,,,,,,,,,,,,,,,,,SL,,,,0.9,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/24/1960,10:40 AM,,22.2,22.2,49,,,23.1,22.4,,,,,,,,,,,,,,,,,,,,,N,,,,2.9,3.1,,,,1100,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/24/1930,1:40 PM,,23.3,22.8,40,,,26.25,26.6,,,,,,,,,,,,,,,,,,,,,S,,,,0.96,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,2/25/2008,1:32 PM,Dry,,,51,,,,,,,,,,,,,,,,,,,,,,,,0.3,S,6,SW,1,12.66,,2.5,7.72,,,,,,12,,,,50,,0.332,,0.298,,0.051,,0.668,,2.22,,0.096,,20.5,,1.5,,2.2,,,3.3,,,,,,17.38,,3.84,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/14/1968,9:20 AM,,22.8,22.8,,,,25.3,26.3,,,,,,,,,,,,,,,,,,,,,N,,,,2.6,2.4,,,,170000,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.7,,,,,,-73.97,40.735333,Permanent
N5,,7/25/1913,1:05 PM,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,21.7,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,D,5/5/2008,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.43,,2,,,,,,,,,,,3,,0.312,,0.324,,0.063,,1.33,,2.63,,0.111,,26.6,,1,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,Fecal Top sample is questionable,-74.03,40.7045,Permanent
N5,,9/13/1921,10:00 AM,,23,23,49,,,26.25,27.3,,,,,,,,,,,,,,,,,,,,,S,,,,1.48,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,6/1/1937,11:25 AM,,18.9,18.3,40,,,18.2,19.6,,,,,,,,,,,,,,,,,,,,,N,,,,2.6,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/7/1965,9:46 AM,,21.1,20,49,,,28.35,29.05,,,,,,,,,,,,,,,,,,,,,S,,,,2.6,3.5,,,,700,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/11/1913,2:00 PM,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,17.2,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,10/4/1983,9:08 AM,,18.9,18.9,,,,26.4,27,,,,,,,,,,,,,,,,,,,,,E,,,,4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.3,,,,,,-73.97,40.735333,Permanent
E2,,10/4/1983,9:08 AM,,18.9,18.9,,,,26.4,27,,,,,,,,,,,,,,,,,,,,,E,,,,4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,2.3,,,,,,-73.97,40.735333,Permanent
E2,,6/21/2004,1:40 PM,Dry,19.17,18.88,50,5,45,21.1,21.36,2.98,3,,,61.11,64.16,,,14.39,14.66,,,,,,,,,,1.4,W,6,W,1,6.56,6.55,6,7.29,7.53,,,,,16,,,,2,,0.275,,0.22,,0.158,,0.938,,,,0.134,,,,3.4,,1.32,,,3.49,,4.98,5.25,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,2/2/2009,1:51 PM,Dry,,,51,,,,,,,,,,,,,,,,,,,,,,,,0.8,N,3,N,1,12,,3.5,7.8,,,,E,,6,,E,,4,,0.363,,0.584,,0.09,,1.98,,2.08,,0.139,,10.2,,3.21,,,,,3.21,,,,,,21.1,,4.1,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/25/1913,7:28 AM,,2.7,,,1,21.1,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/28/1992,1:42 PM,,21.68,21.63,18,1,11,23.19,23.27,3.43,3.44,,,,,,,15.36,15.43,,,,,,,,,,,E,,,,3.39,3.21,2,7.36,7.39,800,400,,,127,64,,,,,,,,,,,,,,,,,26,14,16.7,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.6,,,,,,-73.97,40.735333,Permanent
N5,,3/4/1912,11:00 AM,,1.1,,,1,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,6/19/2014,9:46 AM,Dry,20.14,20.02,49,3,46,22,22.28,3.16,3.19,5.61,5.72,70.47,71.77,72.57,71.48,14.84,15.08,2.1107,2.1933,,,464.92,700.7,0,316.991,321.636,0.5,S,7,NNE,1,5.8,5.8,3.5,7.44,7.47,,,,,11,,,,4,,0.279,,0.313,,,,0.431,,0.93,0.894,0.181,,9,12,3.4,,,,,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/10/1934,10:15 AM,,23.9,23.3,49,,,23.45,25.55,,,,,,,,,,,,,,,,,,,,,N,,,,2.15,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/29/1951,9:45 AM,,22.8,23.3,40,,,24.5,24.85,,,,,,,,,,,,,,,,,,,,,S,,,,2.3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.58,0.55,2,1,,,,,,,,-73.97,40.735333,Permanent
N5,,8/26/2013,4:41 PM,Dry,22.53,21.75,48,3,43,24.2,26.83,3.64,3.92,5.58,5.36,74.15,71.33,13.02,8.13,16,18.08,19.7786,20.2388,,,1899.1,1380.7,0.16,,,slk,,2,SSW,1,6.23,5.68,3,7.54,7.64,,,,,7,,<,,1,,0.334,,0.36,,,,0.467,,2.198,,0.117,,4,10,4.7,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,Rough waters.,-74.03,40.7045,Permanent
E2,,5/23/2001,3:05 PM,Wet,14.28,14.3,48,4.5,42.7,24.72,24.68,3.09,3.08,,,,,,,18.21,18.17,,,,,,,,,,,S,10,NE,1,6.3,6,3.5,7.28,7.49,,,,,880,,,,126,,0.301,,0.599,,0.125,,2,,1.08,,0.208,,12,10.7,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/1/1971,10:32 AM,,21.7,21.7,,,,15.4,22,,,,,,,,,,,,,,,,,,,,,S,,,,5.1,3.2,,,,240000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.3,,,,,,-74.03,40.7045,Permanent
N5,,9/5/1945,12:55 PM,,23.33,22.22,49,,,22.05,25.2,,,,,,,,,,,,,,,,,,,,,S,,,,3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/25/1984,10:30 AM,,21.1,21.1,,,,27.7,29.1,,,,,,,,,,,,,,,,,,,,,N,,,,5.4,5.4,,,,4500,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5.9,,,,,,-74.03,40.7045,Permanent
N5,,9/25/1984,10:30 AM,,21.1,21.1,,,,27.7,29.1,,,,,,,,,,,,,,,,,,,,,N,,,,5.4,5.4,,,,4500,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5.9,,,,,,-74.03,40.7045,Permanent
N5,,1/22/1997,9:37 PM,,2.51,3.74,53,3.28,52.48,21.79,25.79,2.03,2.45,12.39,11.37,105.24,102.4,67.46,67.4,17.38,20.49,-0.04,0.16,,,3.94,3.95,,,,,N,7,W,1,11.01,10.37,4,7.56,7.71,,,,,,,,,,,0.321,,0.354,,0.068,,0.568,,,,0.129,,24,32,0.7,,,,,,,,,,,,,,,,,,,2.8,2.9,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/7/1930,1:00 PM,,26.1,24.4,40,,,0,0,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/14/1980,10:00 AM,,22.2,22.2,,,,27.5,27.5,,,,,,,,,,,,,,,,,,,,,N,,,,3.1,2.5,,,,38000,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.1,,,,,,-73.97,40.735333,Permanent
E2,,7/14/1980,10:00 AM,,22.2,22.2,,,,27.5,27.5,,,,,,,,,,,,,,,,,,,,,N,,,,3.1,2.5,,,,38000,4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.1,,,,,,-73.97,40.735333,Permanent
E2,,7/2/1965,7:52 AM,,20,19.4,40,,,27.65,29.05,,,,,,,,,,,,,,,,,,,,,SW,,,,1.4,2.3,,,,790,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/14/1981,10:30 AM,,22.8,22.8,,,,23,26.3,,,,,,,,,,,,,,,,,,,,,N,,,,5,4.3,,,,4500,9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.4,,,,,,-74.03,40.7045,Permanent
N5,,9/14/1981,10:30 AM,,22.8,22.8,,,,23,26.3,,,,,,,,,,,,,,,,,,,,,N,,,,5,4.3,,,,4500,9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.4,,,,,,-74.03,40.7045,Permanent
N5,,12/13/2004,1:07 PM,Dry,8.08,8.83,48,5,45,12.93,21.13,1.46,2.34,,,76.91,77.84,40.61,46.19,9.99,16.31,,,,,,,,,,1.6,S,19,W,2,9.7,7.76,2,8,7.98,,,,,64,,,,38,,0.438,,0.266,,0.078,,1.01,,2.78,,0.126,,23.6,19.2,1.32,,42.4,,,3.56,,8.36,7.88,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/7/2003,5:00 PM,Dry,21.34,21.11,38,3,28,24.77,25.07,3.61,3.64,7.35,7.33,96.08,95.68,,,16.64,16.92,,,,,,,,,,,SLACK,11,SE,1,5.98,5.66,5,7.6,7.56,,,,,8,,,,94,,0.21,,0.317,,0.105,,0.61,,1.12,,0.117,,10.4,9,1.53,,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/7/2004,2:55 PM,Wet,24.07,22.31,49,5,49,10.97,24.14,1.82,3.6,,,70.04,50.83,,,5.53,15.9,,,,,,,,,,0.9,N,7,W,1,6.65,4.64,4,7.72,7.73,,,,,60,,,,2,,0.422,,0.147,,0.095,,0.728,,1.3,,0.116,,1.2,38.8,7.82,,4.94,,,3.3,,5.52,3.83,,,13,25.2,24.1,23,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
