,Date,Time,Weather & Air Temp:,Water Temp:,Corrected Water Temp:,Water Temp Probe,pH,Corrected pH,pH Probe,DO,Corrected DO,DO Probe,Turbidity,Turbidity Probe (NTU),Salinity,Corrected Salinity,Salinity Probe,Tide is moving,Tide Times,# Hauls,Corrected # Hauls,Common Name,Corrected Common Name,Grouped Corrected Common Name,Quantity,Corrected Quantity,Scientific Name,Instructors/ Seine Staff:,# student seiners (CLASSES ONLY),# of visitors (Public Seine ONLY),# Brought to Ed Center,"Other info (Gender, Length, Dead/Alive, other physical description)",NOTES FROM SEINEING SEASON:,NOTES FROM SEINE:
226,2011-05-14,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,3,3,,,,,,,,
227,2011-05-14,,,,,,,,,,,,,,,,,,,,,flounder,unidentified flatfish,flatfish,2,2,,,,,,,,
228,2011-05-14,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,9,9,,,,,,,,
229,2011-05-14,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,27,27,,,,,,,,
230,2011-05-20,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,36,36,,,,,,,,
231,2011-05-20,,,,,,,,,,,,,,,,,,,,,atlantic tomcod,atlantic tomcod,atlantic tomcod,4,4,,,,,,,,
232,2011-05-20,,,,,,,,,,,,,,,,,,,,,ctenophore,comb jelly,comb jelly,45,45,,,,,,,,
233,2011-05-20,,,,,,,,,,,,,,,,,,,,,green crab,green crab,green crab,1,1,,,,,,,,
234,2011-05-20,,,,,,,,,,,,,,,,,,,,,herring,unidentified herring,herring,2,2,,,,,,,,
235,2011-05-20,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,2,2,,,,,,,,
236,2011-05-20,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,1,1,,,,,,,,
237,2011-05-28,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,1,1,,,,,,,,
238,2011-05-28,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,1,1,,,,,,,,
239,2011-05-28,,,,,,,,,,,,,,,,,,,,,herring,unidentified herring,herring,3,3,,,,,,,,
240,2011-05-28,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
241,2011-05-28,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,2,2,,,,,,,,
242,2011-05-28,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,73,73,,,,,,,,
243,2011-06-11,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,37,37,,,,,,,,
244,2011-06-11,,,,,,,,,,,,,,,,,,,,,flatfish,unidentified flatfish,flatfish,1,1,,,,,,,,
245,2011-06-11,,,,,,,,,,,,,,,,,,,,,northern pipefish,northern pipefish,northern pipefish,1,1,,,,,,,,
246,2011-06-11,,,,,,,,,,,,,,,,,,,,,herring,unidentified herring,herring,1,1,,,,,,,,
247,2011-06-11,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,9,9,,,,,,,,
248,2011-06-11,,,,,,,,,,,,,,,,,,,,,atlantic tomcod,atlantic tomcod,atlantic tomcod,1,1,,,,,,,,
249,2011-06-11,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,6,6,,,,,,,,
250,2011-06-11,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,20,20,,,,,,,,
251,2011-06-14,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,2,2,,,,,,,,
252,2011-06-14,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,2,2,,,,,,,,
253,2011-06-14,,,,,,,,,,,,,,,,,,,,,atlantic tomcod,atlantic tomcod,atlantic tomcod,1,1,,,,,,,,
254,2011-06-14,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,2,2,,,,,,,,
255,2011-06-14,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,2,2,,,,,,,,
256,2011-06-14,,,,,,,,,,,,,,,,,,,,,herring,unidentified herring,herring,1,1,,,,,,,,
257,2011-06-14,,,,,,,,,,,,,,,,,,,,,northern pipefish,northern pipefish,northern pipefish,1,1,,,,,,,,
258,2011-06-14,,,,,,,,,,,,,,,,,,,,,oyster,eastern oyster,oyster,4,4,,,,,,,,
259,2011-06-14,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,5,5,,,,,,,,
260,2011-06-14,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,2,2,,,,,,,,
261,2011-06-14,,,,,,,,,,,,,,,,,,,,,golden star tunicate,golden star tunicate,tunicates,1,1,,,,,,,,
262,2011-06-26,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,1,1,,,,,,,,
263,2011-06-26,,,,,,,,,,,,,,,,,,,,,flounder,unidentified flatfish,flatfish,1,1,,,,,,,,
264,2011-06-26,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,3,3,,,,,,,,
265,2011-06-26,,,,,,,,,,,,,,,,,,,,,herring,unidentified herring,herring,3,3,,,,,,,,
266,2011-06-26,,,,,,,,,,,,,,,,,,,,,blue fish,bluefish,bluefish,2,2,,,,,,,,
267,2011-06-26,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
268,2011-06-26,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,8,8,,,,,,,,
269,2011-06-26,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,1,1,,,,,,,,
270,2011-06-26,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,12,12,,,,,,,,
271,2011-07-10,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,1,1,,,,,,,,
272,2011-07-10,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,4,4,,,,,,,,
273,2011-07-10,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,10,10,,,,,,,,
274,2011-07-10,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,15,15,,,,,,,,
275,2011-07-10,,,,,,,,,,,,,,,,,,,,,poly worm,sand worm,polychaete worm,1,1,,,,,,,,
276,2011-07-10,,,,,,,,,,,,,,,,,,,,,hydroid,hydrozoa,hydrozoa,1,1,,,,,,,,
277,2011-07-10,,,,,,,,,,,,,,,,,,,,,tube worm,tube worm,tube worm,1,1,,,,,,,,
278,2011-07-10,,,,,,,,,,,,,,,,,,,,,green crab,green crab,green crab,1,1,,,,,,,,
279,2011-07-10,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,60,60,,,,,,,,
280,2011-07-10,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,18,18,,,,,,,,
281,2011-07-10,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,5,5,,,,,,,,
282,2011-07-10,,,,,,,,,,,,,,,,,,,,,moon jelly,moon jelly,jellyfish,30,30,,,,,,,,
283,2011-07-11,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,20,20,,,,,,,,
284,2011-07-11,,,,,,,,,,,,,,,,,,,,,hogchoker,hogchoker,flatfish,1,1,,,,,,,,
285,2011-07-11,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,5,5,,,,,,,,
286,2011-07-11,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
287,2011-07-12,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,5,5,,,,,,,,
288,2011-07-12,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,2,2,,,,,,,,
289,2011-07-12,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,40,40,,,,,,,,
290,2011-07-12,,,,,,,,,,,,,,,,,,,,,decoration crab,spider crab,spider crab,1,1,,,,,,,,
291,2011-07-12,,,,,,,,,,,,,,,,,,,,,moon jelly,moon jelly,jellyfish,5,5,,,,,,,,
292,2011-07-12,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,10,10,,,,,,,,
293,2011-07-12,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,10,10,,,,,,,,
294,2011-07-13,,,,,,,,,,,,,,,,,,,,,white perch,white perch,white perch,1,1,,,,,,,,
295,2011-07-13,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,1,1,,,,,,,,
296,2011-07-13,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,1,1,,,,,,,,
297,2011-07-13,,,,,,,,,,,,,,,,,,,,,bay anchove,bay anchovy,bay anchovy,2,2,,,,,,,,
298,2011-07-13,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,3,3,,,,,,,,
299,2011-07-13,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,20,20,,,,,,,,
300,2011-08-02,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,6,6,,,,,,,,
301,2011-08-02,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
302,2011-08-02,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,20,20,,,,,,,,
303,2011-08-02,,,,,,,,,,,,,,,,,,,,,oyster,eastern oyster,oyster,1,1,,,,,,,,
304,2011-08-02,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,0,0,,,,,,,,
305,2011-08-09,,,,,,,,,,,,,,,,,,,,,oyster toadfish,oyster toadfish,oyster toadfish,1,1,,,,,,,,
306,2011-08-09,,,,,,,,,,,,,,,,,,,,,oyster,eastern oyster,oyster,1,1,,,,,,,,
307,2011-08-09,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,0,0,,,,,,,,
308,2011-08-09,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,10,10,,,,,,,,
309,2011-08-09,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,20,20,,,,,,,,
310,2011-08-10,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,75,75,,,,,,,,
311,2011-08-10,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,3,3,,,,,,,,
312,2011-08-10,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,45,45,,,,,,,,
313,2011-08-10,,,,,,,,,,,,,,,,,,,,,oyster,eastern oyster,oyster,2,2,,,,,,,,
314,2011-08-10,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,2,2,,,,,,,,
315,2011-08-10,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,2,2,,,,,,,,
316,2011-09-10,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,1,1,,,,,,,,
317,2011-09-10,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,0,0,,,,,,,,
318,2011-09-10,,,,,,,,,,,,,,,,,,,,,oyster,eastern oyster,oyster,3,3,,,,,,,,
319,2011-09-10,,,,,,,,,,,,,,,,,,,,,northern pipefish,northern pipefish,northern pipefish,1,1,,,,,,,,
320,2011-09-10,,,,,,,,,,,,,,,,,,,,,moon jelly,moon jelly,jellyfish,30++,30,,,,,,,,
321,2011-09-10,,,,,,,,,,,,,,,,,,,,,green crab,green crab,green crab,1,1,,,,,,,,
322,2011-09-10,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,50++,50,,,,,,,,
323,2011-09-10,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
324,2011-09-10,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,75,75,,,,,,,,
325,2011-09-10,,,,,,,,,,,,,,,,,,,,,herring,unidentified herring,herring,50++,50,,,,,,,,
326,2011-09-20,,,,,,,,,,,,,,,,,,,,,oyster,eastern oyster,oyster,4,4,,,,,,,,
327,2011-09-20,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,12,12,,,,,,,,
328,2011-09-20,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,0,0,,,,,,,,
329,2011-09-20,,,,,,,,,,,,,,,,,,,,,skillet fish,skilletfish,skilletfish,1,1,,,,,,,,
330,2011-09-20,,,,,,,,,,,,,,,,,,,,,oyster toadfish,oyster toadfish,oyster toadfish,1,1,,,,,,,,
331,2011-09-20,,,,,,,,,,,,,,,,,,,,,moon jelly,moon jelly,jellyfish,1,1,,,,,,,,
332,2011-09-20,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,6,6,,,,,,,,
333,2011-09-20,,,,,,,,,,,,,,,,,,,,,hermit crab,unidentified hermit crab,hermit crab,1,1,,,,,,,,
334,2011-09-20,,,,,,,,,,,,,,,,,,,,,green crab,green crab,green crab,2,2,,,,,,,,
335,2011-09-20,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,25,25,,,,,,,,
336,2011-09-20,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,3,3,,,,,,,,
337,2011-09-20,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,10,10,,,,,,,,
338,2011-09-20,,,,,,,,,,,,,,,,,,,,,hydromedusae,hydromedusa,jellyfish,2,2,,,,,,,,
339,2011-09-26,,,,,,,,,,,,,,,,,,,,,northern kingfish,northern kingfish,northern kingfish,1,1,,,,,,,,
340,2011-09-26,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,4,4,,,,,,,,
341,2011-09-26,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,50,50,,,,,,,,
342,2011-09-26,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,50,50,,,,,,,,
343,2011-09-26,,,,,,,,,,,,,,,,,,,,,oyster,eastern oyster,oyster,2,2,,,,,,,,
344,2011-09-26,,,,,,,,,,,,,,,,,,,,,naked goby,naked goby,naked goby,1,1,,,,,,,,
345,2011-09-26,,,,,,,,,,,,,,,,,,,,,moon jelly,moon jelly,jellyfish,15,15,,,,,,,,
346,2011-09-26,,,,,,,,,,,,,,,,,,,,,green crab,green crab,green crab,2,2,,,,,,,,
347,2011-09-26,,,,,,,,,,,,,,,,,,,,,flounder,unidentified flatfish,flatfish,2,2,,,,,,,,
348,2011-09-26,,,,,,,,,,,,,,,,,,,,,comb jellies,comb jelly,comb jelly,20,20,,,,,,,,
349,2011-09-26,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,2,2,,,,,,,,
350,2011-09-26,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,5,5,,,,,,,,
351,2011-09-26,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,2,2,,,,,,,,
352,2011-09-26,,,,,,,,,,,,,,,,,,,,,hydromedusae,hydromedusa,jellyfish,2,2,,,,,,,,
353,2012-04-25,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,7,7,,,,,,,,
354,2012-04-25,,,,,,,,,,,,,,,,,,,,,shrimp seven spine,seven spine shrimp,shrimp,12,12,,,,,,,,
355,2012-04-25,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,2,2,,,,,,,,
356,2012-04-25,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,1,1,,,,,,,,
357,2012-04-25,,,,,,,,,,,,,,,,,,,,,turnicate,tunicate,tunicates,1,1,,,,,,,,
358,2012-05-16,,,,,,,,,,,,,,,,,,,,,spotted hake,spotted hake,spotted hake,2,2,,,,,,,,
359,2012-05-16,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,1,1,,,,,,,,
360,2012-05-16,,,,,,,,,,,,,,,,,,,,,shrimp seven spine,seven spine shrimp,shrimp,7,7,,,,,,,,
361,2012-05-16,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,1,1,,,,,,,,
362,2012-05-16,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,6,6,,,,,,,,
363,2012-05-16,,,,,,,,,,,,,,,,,,,,,green crab european,green crab,green crab,1,1,,,,,,,,
364,2012-05-16,,,,,,,,,,,,,,,,,,,,,atlantic tomcod,atlantic tomcod,atlantic tomcod,4,4,,,,,,,,
365,2012-05-16,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,7,7,,,,,,,,
366,2012-05-16,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,50,50,,,,,,,,
367,2012-05-19,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,15,15,,,,,,,,
368,2012-05-19,,,,,,,,,,,,,,,,,,,,,green crab european,green crab,green crab,1,1,,,,,,,,
369,2012-05-19,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,2,2,,,,,,,,
370,2012-05-19,,,,,,,,,,,,,,,,,,,,,shrimp seven spine,seven spine shrimp,shrimp,7,7,,,,,,,,
371,2012-05-30,,,,,,,,,,,,,,,,,,,,,spotted hake,spotted hake,spotted hake,1,1,,,,,,,,
372,2012-05-30,,,,,,,,,,,,,,,,,,,,,northern pipefish,northern pipefish,northern pipefish,1,1,,,,,,,,
373,2012-05-30,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,6,6,,,,,,,,
374,2012-05-30,,,,,,,,,,,,,,,,,,,,,atlantic tomcod,atlantic tomcod,atlantic tomcod,5,5,,,,,,,,
375,2012-05-31,,,,,,,,,,,,,,,,,,,,,spotted hake,spotted hake,spotted hake,1,1,,,,,,,,
376,2012-05-31,,,,,,,,,,,,,,,,,,,,,american eel,american eel,american eel,1,1,,,,,,,,
377,2012-05-31,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,1,1,,,,,,,,
378,2012-05-31,,,,,,,,,,,,,,,,,,,,,flounder,unidentified flatfish,flatfish,1,1,,,,,,,,
379,2012-05-31,,,,,,,,,,,,,,,,,,,,,moon jelly,moon jelly,jellyfish,1,1,,,,,,,,
380,2012-05-31,,,,,,,,,,,,,,,,,,,,,northern pipefish,northern pipefish,northern pipefish,1,1,,,,,,,,
381,2012-05-31,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,7,7,,,,,,,,
382,2012-05-31,,,,,,,,,,,,,,,,,,,,,shrimp seven spine,seven spine shrimp,shrimp,2,2,,,,,,,,
383,2012-05-31,,,,,,,,,,,,,,,,,,,,,striped bass,striped bass,striped bass,1,1,,,,,,,,
384,2012-06-01,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,3,3,,,,,,,,
385,2012-06-01,,,,,,,,,,,,,,,,,,,,,blue fish,bluefish,bluefish,1,1,,,,,,,,
386,2012-06-01,,,,,,,,,,,,,,,,,,,,,blue mussel,blue mussel,mussel,1,1,,,,,,,,
387,2012-06-01,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,2,2,,,,,,,,
388,2012-06-01,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
389,2012-06-02,,,,,,,,,,,,,,,,,,,,,spotted hake,spotted hake,spotted hake,2,2,,,,,,,,
390,2012-06-02,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,2,2,,,,,,,,
391,2012-06-02,,,,,,,,,,,,,,,,,,,,,shrimp seven spine,seven spine shrimp,shrimp,3,3,,,,,,,,
392,2012-06-02,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,5,5,,,,,,,,
393,2012-06-02,,,,,,,,,,,,,,,,,,,,,sand worm,sandworm,polychaete worm,1,1,,,,,,,,
394,2012-06-02,,,,,,,,,,,,,,,,,,,,,ribbed mussel,ribbed mussel,mussel,1,1,,,,,,,,
395,2012-06-02,,,,,,,,,,,,,,,,,,,,,northern pipefish,northern pipefish,northern pipefish,2,2,,,,,,,,
396,2012-06-02,,,,,,,,,,,,,,,,,,,,,herring,unidentified herring,herring,8,8,,,,,,,,
397,2012-06-02,,,,,,,,,,,,,,,,,,,,,green crab european,green crab,green crab,4,4,,,,,,,,
398,2012-06-02,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,1,1,,,,,,,,
399,2012-06-02,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
400,2012-06-02,,,,,,,,,,,,,,,,,,,,,blue back,blueback herring,herring,1,1,,,,,,,,
401,2012-06-02,,,,,,,,,,,,,,,,,,,,,atlantic tomcod,atlantic tomcod,atlantic tomcod,6,6,,,,,,,,
402,2012-06-02,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,23,23,,,,,,,,
403,2012-06-02,,,,,,,,,,,,,,,,,,,,,asian shore crab,asian shore crab,asian shore crab,3,3,,,,,,,,
404,2012-06-02,,,,,,,,,,,,,,,,,,,,,flounder,unidentified flatfish,flatfish,5,5,,,,,,,,
405,2012-06-14,,,,,,,,,,,,,,,,,,,,,shrimp seven spine,seven spine shrimp,shrimp,1,1,,,,,,,,
406,2012-06-14,,,,,,,,,,,,,,,,,,,,,ctenophore,comb jelly,comb jelly,2,2,,,,,,,,
407,2012-06-14,,,,,,,,,,,,,,,,,,,,,flounder,unidentified flatfish,flatfish,2,2,,,,,,,,
408,2012-06-14,,,,,,,,,,,,,,,,,,,,,atlantic tomcod,atlantic tomcod,atlantic tomcod,19,19,,,,,,,,
409,2012-06-14,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,2,2,,,,,,,,
410,2012-07-31,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,50+,50,,,,,,,,
411,2012-07-31,,,,,,,,,,,,,,,,,,,,,blue back,blueback herring,herring,1,1,,,,,,,,
412,2012-07-31,,,,,,,,,,,,,,,,,,,,,blue fish,bluefish,bluefish,1,1,,,,,,,,
413,2012-07-31,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,25+,25,,,,,,,,
414,2012-07-31,,,,,,,,,,,,,,,,,,,,,northern puffer,northern puffer,puffer,1,1,,,,,,,,
415,2012-07-31,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,3,3,,,,,,,,
416,2012-08-14,,,,,,,,,,,,,,,,,,,,,anchovy,bay anchovy,bay anchovy,1,1,,,,,,,,
417,2012-08-14,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,14,14,,,,,,,,
418,2012-08-14,,,,,,,,,,,,,,,,,,,,,ctenophore,comb jelly,comb jelly,20,20,,,,,,,,
419,2012-08-14,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,50,50,,,,,,,,
420,2012-08-14,,,,,,,,,,,,,,,,,,,,,northern pipefish,northern pipefish,northern pipefish,1,1,,,,,,,,
421,2012-08-15,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,20+,20,,,,,,,,
422,2012-08-15,,,,,,,,,,,,,,,,,,,,,ctenophore,comb jelly,comb jelly,10,10,,,,,,,,
423,2012-08-15,,,,,,,,,,,,,,,,,,,,,green crab european,green crab,green crab,1,1,,,,,,,,
424,2012-08-15,,,,,,,,,,,,,,,,,,,,,asian shore crab,asian shore crab,asian shore crab,2,2,,,,,,,,
425,2012-08-15,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,35,35,,,,,,,,
426,2012-09-15,,,,,,,,,,,,,,,,,,,,,porgyscup,porgy,porgy,1,1,,,,,,,,
427,2012-09-15,,,,,,,,,,,,,,,,,,,,,shrimp shore and mud,unidentified shrimp,shrimp,4,4,,,,,,,,
428,2012-09-15,,,,,,,,,,,,,,,,,,,,,skillet fish,skilletfish,skilletfish,1,1,,,,,,,,
429,2012-09-15,,,,,,,,,,,,,,,,,,,,,northern stargazer,northern stargazer,northern stargazer,1,1,,,,,,,,
430,2012-09-15,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,10,10,,,,,,,,
431,2012-09-15,,,,,,,,,,,,,,,,,,,,,asian shore crab,asian shore crab,asian shore crab,3,3,,,,,,,,
432,2012-09-15,,,,,,,,,,,,,,,,,,,,,hermit crab,unidentified hermit crab,hermit crab,3,3,,,,,,,,
433,2012-09-15,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,20,20,,,,,,,,
434,2012-09-15,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,3,3,,,,,,,,
435,2012-09-15,,,,,,,,,,,,,,,,,,,,,oyster toadfish,oyster toadfish,oyster toadfish,1,1,,,,,,,,
436,2012-09-27,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,6,6,,,,,,,,
437,2012-09-27,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
438,2012-09-27,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,15,15,,,,,,,,
439,2012-09-27,,,,,,,,,,,,,,,,,,,,,oyster toadfish,oyster toadfish,oyster toadfish,1,1,,,,,,,,
440,2012-09-27,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,5,5,,,,,,,,
441,2012-09-27,,,,,,,,,,,,,,,,,,,,,porgyscup,porgy,porgy,1,1,,,,,,,,
442,2012-09-27,,,,,,,,,,,,,,,,,,,,,wrasel sea bass,wrasel sea bass,wrasel sea bass,3,3,,,,,,,,
443,2012-09-28,,,,,,,,,,,,,,,,,,,,,sea squirt,sea squirt,tunicates,20,20,,,,,,,,
444,2012-09-28,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,4,4,,,,,,,,
445,2012-09-28,,,,,,,,,,,,,,,,,,,,,porgyscup,porgy,porgy,1,1,,,,,,,,
446,2012-09-28,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,41,41,,,,,,,,
447,2012-09-28,,,,,,,,,,,,,,,,,,,,,blue crab,blue crab,blue crab,1,1,,,,,,,,
448,2012-10-04,,,,,,,,,,,,,,,,,,,,,american eel,american eel,american eel,1,1,,,,,,,,
449,2012-10-04,,,,,,,,,,,,,,,,,,,,,atlantic silverside,atlantic silverside,atlantic silverside,1,1,,,,,,,,
450,2012-10-04,,,,,,,,,,,,,,,,,,,,,blue fish,bluefish,bluefish,1,1,,,,,,,,
451,2012-10-04,,,,,,,,,,,,,,,,,,,,,comb jelly,comb jelly,comb jelly,1,1,,,,,,,,
452,2012-10-04,,,,,,,,,,,,,,,,,,,,,snail,unidentified snail,sea snail,8,8,,,,,,,,
453,2012-10-04,,,,,,,,,,,,,,,,,,,,,white mullet,white mullet,white mullet,1,1,,,,,,,,
454,2012-10-10,,,,,,,,,,,,,,,,,,,,,silver perch,silver perch,silver perch,1,1,,,,,,,,
455,2012-10-10,,,,,,,,,,,,,,,,,,,,,cunner,cunner,cunner,1,1,,,,,,,,
